"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"607","@itslara_n @MakeupForWOC The glossier solution toner changed my life",FALSE,1,"itslara_n",2019-04-05 17:25:07,FALSE,"1114213819868504064","1114217413590114304","3310470427","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crystlupedel",0,FALSE,FALSE,NA,NA
"608","RT @diplo: catch me in outdoor voices wearing glossier balm dot calm omw to moon juice before hitting runyon for a hike",FALSE,0,NA,2019-04-05 17:19:27,FALSE,NA,"1114215988881428481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allisonfargo",66,TRUE,FALSE,NA,NA
"609","RT @aprilkquioh: I’m turning 26 in two weeks. for my birthday I would like:
- 26 moments of eye contact with winston duke
- $26,000 sent to…",FALSE,0,NA,2019-04-05 17:17:41,FALSE,NA,"1114215544016621570",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hulkruffalo23",14,TRUE,FALSE,NA,NA
"610","does anyone use any glossier products that they swear by/recommend? i always see their ads and i’m a little tempted hehe",FALSE,2,NA,2019-04-05 17:16:52,FALSE,NA,"1114215339305336833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tori_gatling",0,FALSE,FALSE,NA,NA
"611","My boyfriend asked me why I’ve dressed up more fashion this morning 
Me: Glossier You effect  
@glossier 
#glossier",FALSE,0,NA,2019-04-05 17:10:04,FALSE,NA,"1114213629413474304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marie_coconut",0,FALSE,FALSE,NA,NA
"612","@PitchBook @glossier Great &amp; such an opportunity #diversity #inclusion",FALSE,1,"PitchBook",2019-04-05 17:08:16,FALSE,"1114210595346186240","1114213176038625286","46470906","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GotzCEO",0,FALSE,FALSE,NA,NA
"613","Glossier IRL~ lash slick 
.
.
.
@glossier https://t.co/BZ7W0vbcnT",FALSE,3,NA,2019-04-05 17:06:47,FALSE,NA,"1114212803127021568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BilbaoOlivia",1,FALSE,FALSE,NA,NA
"614","RT @PitchBook: We've updated our interactive dashboard that dives into US investment trends for women in #VC since the start of 2008. Check…",FALSE,0,NA,2019-04-05 17:01:58,FALSE,NA,"1114211590096605184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMendiratta",2,TRUE,FALSE,NA,NA
"615","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 17:00:34,FALSE,NA,"1114211236319825922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiinglejaangles",662,TRUE,FALSE,NA,NA
"616","Glossier Mascara &amp; Poisonous Perfume — The Beauty Secrets Of Killing Eve
https://t.co/XtpDqV1Vjm https://t.co/RIYpdU5gjU",FALSE,0,NA,2019-04-05 17:00:12,FALSE,NA,"1114211143793426432",NA,"<a href=""https://prettifytoday.info/"" rel=""nofollow"">Bepretty</a>","beprettytoday",0,FALSE,FALSE,NA,NA
"617","We've updated our interactive dashboard that dives into US investment trends for women in #VC since the start of 20… https://t.co/4x6N2bG8o1",FALSE,5,NA,2019-04-05 16:58:01,TRUE,NA,"1114210595346186240",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","PitchBook",2,FALSE,FALSE,NA,NA
"618","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:54:36,FALSE,NA,"1114209735643815937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haileyswanson13",662,TRUE,FALSE,NA,NA
"619","best way to start my friday @glossier https://t.co/ixDzo99YJ5",FALSE,6,NA,2019-04-05 16:51:54,FALSE,NA,"1114209053515759616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","criesinacooIway",0,FALSE,FALSE,NA,NA
"620","RT @joycicouture: you were vaseline 
when
i deserved glossier 
- rupi kaur",FALSE,0,NA,2019-04-05 16:49:22,FALSE,NA,"1114208415964979203",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sighmarissa",115,TRUE,FALSE,NA,NA
"621","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:46:28,FALSE,NA,"1114207688374804483",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjordynparks",662,TRUE,FALSE,NA,NA
"622","3 Lessons Brands Can Learn from Glossier's Instagram Success https://t.co/JruyVgmSan via socialmedia2day",FALSE,0,NA,2019-04-05 16:46:21,FALSE,NA,"1114207656795877379",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alrola",1,FALSE,FALSE,NA,NA
"623","glossier ad w this 60 somethin year old woman putting on blush and boy brow kind of upsetting",FALSE,0,NA,2019-04-05 16:44:16,FALSE,NA,"1114207132696506369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","c_a_s_s_i_e__",0,FALSE,FALSE,NA,NA
"624","I need all the glossier balms",FALSE,0,NA,2019-04-05 16:39:04,FALSE,NA,"1114205827794001925",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","monavely",0,FALSE,FALSE,NA,NA
"625","Check out what I just added to my closet on Poshmark: Glossier Cloud Paint. https://t.co/hVTCYaFsMP via @poshmarkapp #shopmycloset",FALSE,0,NA,2019-04-05 16:35:08,FALSE,NA,"1114204836071743488",NA,"<a href=""http://poshmark.com/"" rel=""nofollow"">Poshmark</a>","gigirose_",0,FALSE,FALSE,NA,NA
"626","Check out what I just added to my closet on Poshmark: Glossier Cloud Paint. https://t.co/y2LyKOYRXg via @poshmarkapp #shopmycloset",FALSE,0,NA,2019-04-05 16:34:21,FALSE,NA,"1114204637391806464",NA,"<a href=""http://poshmark.com/"" rel=""nofollow"">Poshmark</a>","gigirose_",0,FALSE,FALSE,NA,NA
"627","3 Lessons Brands Can Learn from Glossier's Instagram Success #socialmedia #SMM https://t.co/YenVoVXVlL",FALSE,0,NA,2019-04-05 16:30:05,FALSE,NA,"1114203566917472257",NA,"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>","SamirLahlabat",0,FALSE,FALSE,NA,NA
"628","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:29:36,FALSE,NA,"1114203442346635264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiehowardnyc",662,TRUE,FALSE,NA,NA
"629","glossier balm dotcom is the most effective at healing my dry and irritate lips. Tropical scent that is soothing on… https://t.co/ueb5XONiei",FALSE,0,NA,2019-04-05 16:29:29,TRUE,NA,"1114203412973809664",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","1Tough_Sheltie",0,FALSE,FALSE,NA,NA
"630","@glossier Thank you. Also please stay longer in Miami 🌴",FALSE,0,"glossier",2019-04-05 16:28:23,FALSE,"1114191198405763077","1114203136338669569","2610470250","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","xDianaEv",0,FALSE,FALSE,NA,NA
"631","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:25:04,FALSE,NA,"1114202303186259969",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dana_Adcock",662,TRUE,FALSE,NA,NA
"632","@sc0ttymccreery @glossier now this is a thread i enjoy",FALSE,0,"sc0ttymccreery",2019-04-05 16:22:46,FALSE,"1114172099726323715","1114201722321293314","367955404","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samlovestay13",0,FALSE,FALSE,NA,NA
"633","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:20:04,FALSE,NA,"1114201043481583620",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aug_kelly",662,TRUE,FALSE,NA,NA
"634","*applies @glossier mango https://t.co/92cR8KrxdV to ward off snow and usher in spring* https://t.co/1vjo0g7Lfy",FALSE,0,NA,2019-04-05 16:16:31,FALSE,NA,"1114200152212951041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisyLindsay",0,FALSE,FALSE,NA,NA
"635","@ashleymayer Side note I hope you’ll try https://t.co/op3mekWIGH near the glossier office which is run entirely by… https://t.co/aheEArKCk4",FALSE,0,"ashleymayer",2019-04-05 16:13:18,TRUE,"1113979363702255616","1114199341965746177","18994034","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","srnlrsn",0,FALSE,FALSE,NA,NA
"636","tbh my entire brand is owning the 
“”cool”” glossier girl look w/o spending any of glossier money",FALSE,2,NA,2019-04-05 16:12:54,FALSE,NA,"1114199241323417601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faelines",0,FALSE,FALSE,NA,NA
"637","RT @PivotGroup: ""Whether you're a B2C brand like Glossier, or a B2B company, you can learn a lot from this company's innovative social medi…",FALSE,0,NA,2019-04-05 16:11:28,FALSE,NA,"1114198881867321344",NA,"<a href=""http://annamatulessy.nl"" rel=""nofollow"">Twitter bot first</a>","AMmarketing_NL",1,TRUE,FALSE,NA,NA
"638","@mon_gibs We don't have a date to share yet, but we're working hard to bring it back. You can sign up on… https://t.co/9el5qN4OHE",FALSE,2,"mon_gibs",2019-04-05 16:06:42,TRUE,"1114191580083179521","1114197682535510017","435430311","<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","glossier",0,FALSE,FALSE,NA,NA
"639","really sad the glossier pop up was in sf when i was poor and had a butt rash and not in a week when i get paid",FALSE,1,NA,2019-04-05 16:04:07,FALSE,NA,"1114197031805788160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theefaggot",0,FALSE,FALSE,NA,NA
"640","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 16:01:48,FALSE,NA,"1114196447434543104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelicstylxs",662,TRUE,FALSE,NA,NA
"641","""Whether you're a B2C brand like Glossier, or a B2B company, you can learn a lot from this company's innovative soc… https://t.co/y4c2dxhS5y",FALSE,0,NA,2019-04-05 16:00:05,TRUE,NA,"1114196013500256257",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","PivotGroup",1,FALSE,FALSE,NA,NA
"642","#Glossier is known for their amazing social media presence. A huge part of Glossier's success comes back to brand a… https://t.co/vCfgzFBhhg",FALSE,0,NA,2019-04-05 15:56:38,TRUE,NA,"1114195148223799298",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","howlingbrands",0,FALSE,FALSE,NA,NA
"643","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 15:54:20,FALSE,NA,"1114194569929748480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bellabellsr",662,TRUE,FALSE,NA,NA
"644","RT @sculIysdana: gillian anderson as @glossier balm dotcom",FALSE,0,NA,2019-04-05 15:51:00,FALSE,NA,"1114193729638797320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmckaysmith",37,TRUE,FALSE,NA,NA
"645","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 15:46:58,FALSE,NA,"1114192713673523201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annaslats",662,TRUE,FALSE,NA,NA
"646","RT @diplo: catch me in outdoor voices wearing glossier balm dot calm omw to moon juice before hitting runyon for a hike",FALSE,0,NA,2019-04-05 15:44:57,FALSE,NA,"1114192206561259523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmstites",66,TRUE,FALSE,NA,NA
"647","@glossier hi hi!! When will super pure be available again??!!💐",FALSE,1,"glossier",2019-04-05 15:42:28,FALSE,NA,"1114191580083179521","2610470250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mon_gibs",0,FALSE,FALSE,NA,NA
"648","@xDianaEv Mango Balm Dotcom has a translucent coral tint 👍",FALSE,1,"xDianaEv",2019-04-05 15:40:57,FALSE,"1114185435784179714","1114191198405763077","137383931","<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","glossier",0,FALSE,FALSE,NA,NA
"649","Working of some new #beauty and #skincare favorites 💋, meanwhile, check out these latest ones from the #blog 💚… https://t.co/TgZRAwpI3P",FALSE,2,NA,2019-04-05 15:38:01,TRUE,NA,"1114190460640223233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReviewsAOS",0,FALSE,FALSE,NA,NA
"650","3 Lessons Brands Can Learn from Glossier's Instagram Success https://t.co/04zzymvPRi",FALSE,0,NA,2019-04-05 15:38:00,FALSE,NA,"1114190459381874688",NA,"<a href=""https://www.socialreport.com"" rel=""nofollow"">SocialReport.com</a>","MediaMashSocial",1,FALSE,FALSE,NA,NA
"651","RT @sculIysdana: gillian anderson as @glossier balm dotcom",FALSE,0,NA,2019-04-05 15:34:43,FALSE,NA,"1114189631547772929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cavalryquake",37,TRUE,FALSE,NA,NA
"652","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 15:32:22,FALSE,NA,"1114189039077343237",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mddskye",662,TRUE,FALSE,NA,NA
"653","RT @glossier: Kylie wears Glossier Play Colorslide in Early Girl, Stable Relationship, Nectar, and Jumbo 🌈Lash Slick too
→ https://t.co/iNY…",FALSE,0,NA,2019-04-05 15:27:00,FALSE,NA,"1114187688528306178",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","izzy_smu",20,TRUE,FALSE,NA,NA
"654","Hi, it's about time you met Glossier. Use my link for 10% off your first order! https://t.co/iv4qzTtvSf",FALSE,0,NA,2019-04-05 15:20:05,FALSE,NA,"1114185948387057665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilmerry_",0,FALSE,FALSE,NA,NA
"655","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 15:18:46,FALSE,NA,"1114185618899132416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cl4ni",662,TRUE,FALSE,NA,NA
"656","@glossier Does mango balm have a tint?",FALSE,0,"glossier",2019-04-05 15:18:03,FALSE,"1113860574381780995","1114185435784179714","2610470250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xDianaEv",0,FALSE,FALSE,NA,NA
"657","my glossier comes today https://t.co/PrMtsMP4uU",FALSE,2,NA,2019-04-05 15:16:47,FALSE,NA,"1114185117654765569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tangerineswft",0,FALSE,FALSE,NA,NA
"658","@glossier I desperately need an excuse to go to @TwitterMiami now",FALSE,0,"glossier",2019-04-05 15:15:04,FALSE,"1110923914518192128","1114184685242830848","2610470250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xDianaEv",0,FALSE,FALSE,NA,NA
"659","It's just occurred to me how Summer of 69 could be a Replacements song. A slightly glossier cousin, at least.",FALSE,0,NA,2019-04-05 15:08:13,FALSE,NA,"1114182961224663040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamAbacus",0,FALSE,FALSE,NA,NA
"660","I would really like personal testimonies of Glossier's colorslide eyeliner--has anyone used it and would it work fo… https://t.co/FAVaKRD0gj",FALSE,0,NA,2019-04-05 15:06:21,TRUE,NA,"1114182493698236416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rclnudson",0,FALSE,FALSE,NA,NA
"661","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 15:04:45,FALSE,NA,"1114182090625560577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisvcle",662,TRUE,FALSE,NA,NA
"662","Hi, it's about time you met Glossier. Use my link for 10% off your first order! https://t.co/AG0NBgvznI xxxxxxx",FALSE,0,NA,2019-04-05 14:59:17,FALSE,NA,"1114180716324098048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paulinazajac7",0,FALSE,FALSE,NA,NA
"663","sorry for going local but is glossier's balm dot com worth it 😔",FALSE,0,NA,2019-04-05 14:58:34,FALSE,NA,"1114180535377485824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","volleyboyfs",0,FALSE,FALSE,NA,NA
"664","@_NiC0LElodeon_ @tobaccovanillle @glossier I hate anything that has to do with boy bands.",FALSE,0,"_NiC0LElodeon_",2019-04-05 14:53:43,FALSE,"1114126675711803392","1114179315242012678","509355818","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicole_washco",0,FALSE,FALSE,NA,NA
"665","RT @jizzy_lay: I have a question for ppl who exclusively wear glossier: what’s it like to have perfect skin?",FALSE,0,NA,2019-04-05 14:49:08,FALSE,NA,"1114178159237312512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","burrito_records",1,TRUE,FALSE,NA,NA
"666","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 14:47:45,FALSE,NA,"1114177810556305410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","averyymonson",662,TRUE,FALSE,NA,NA
"667","RT @joycicouture: you were vaseline 
when
i deserved glossier 
- rupi kaur",FALSE,0,NA,2019-04-05 14:41:20,FALSE,NA,"1114176196936327170",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riecbi",115,TRUE,FALSE,NA,NA
"668","RT @glossier: Morning ☀️
📷: https://t.co/GKN1K5MK9k https://t.co/nZWVjMUSZt",FALSE,0,NA,2019-04-05 14:40:23,FALSE,NA,"1114175957588488197",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paigenoonan10",236,TRUE,FALSE,NA,NA
"669","RT @diplo: catch me in outdoor voices wearing glossier balm dot calm omw to moon juice before hitting runyon for a hike",FALSE,0,NA,2019-04-05 14:36:24,FALSE,NA,"1114174956714127362",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itshannahdraigh",66,TRUE,FALSE,NA,NA
"670","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 14:34:56,FALSE,NA,"1114174586323652613",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","babsiabi",662,TRUE,FALSE,NA,NA
"671","I had a dream last night that @glossier made a watermelon balm dot com and now I really need that in my life 🍉",FALSE,0,NA,2019-04-05 14:32:11,FALSE,NA,"1114173894506831873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alexlunamarie",0,FALSE,FALSE,NA,NA
"672","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 14:31:39,FALSE,NA,"1114173759353577473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roxananourishad",662,TRUE,FALSE,NA,NA
"673","RT @tobaccovanillle: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-05 14:26:17,FALSE,NA,"1114172411593674752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AmidDiba",662,TRUE,FALSE,NA,NA
"674","taylor swift as @glossier balm dotcom: a thread ✨✨",FALSE,32,NA,2019-04-05 14:25:03,FALSE,NA,"1114172099726323715",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sc0ttymccreery",6,FALSE,FALSE,NA,NA
